Date,Id,League,Account,Action,Stash,Item,X,Y
"2026-06-05T22:19:24.000Z",2777800263,"Runes of Aldur","Kashaloth#1625","removed","Quad","Ranger's Guardian Bow of Radiance",9,13
"2026-06-05T22:17:25.000Z",2777783693,"Runes of Aldur","JohnnyKremowka#3786","added","Frag","Delirium Tablet",2,4
"2026-06-05T22:17:23.000Z",2777783455,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","8× Diluted Liquid Greed",5,1
"2026-06-05T22:17:22.000Z",2777783424,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","11× Liquid Envy",7,1
"2026-06-05T22:17:22.000Z",2777783392,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","18× Diluted Liquid Guilt",4,1
"2026-06-05T22:17:22.000Z",2777783365,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","33× Diluted Liquid Ire",3,1
"2026-06-05T22:17:22.000Z",2777783335,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","7× Liquid Paranoia",6,1
"2026-06-05T22:16:27.000Z",2777775902,"Runes of Aldur","Kashaloth#1625","modified","$$$","203× Exalted Orb",7,1
"2026-06-05T22:15:08.000Z",2777764228,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","4× Liquid Despair",9,1
"2026-06-05T22:14:56.000Z",2777762568,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","223× Exalted Orb",7,1
"2026-06-05T22:14:55.000Z",2777762532,"Runes of Aldur","Kashaloth#1625","removed","Quad","Torment Knuckle Emerald Ring",5,5
"2026-06-05T22:14:52.000Z",2777762026,"Runes of Aldur","JohnnyKremowka#3786","added","Waystone","Impacting Waystone (Tier 15) of Smothering (T15)",6,2
"2026-06-05T22:14:49.000Z",2777761586,"Runes of Aldur","JohnnyKremowka#3786","added","Frag","Collector's Temple Tablet",1,6
"2026-06-05T22:14:45.000Z",2777761068,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Torment Knuckle Emerald Ring",5,5
"2026-06-05T22:14:43.000Z",2777760765,"Runes of Aldur","Kashaloth#1625","removed","Quad","Fate Band Ruby Ring",8,17
"2026-06-05T22:14:42.000Z",2777760673,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","224× Exalted Orb",7,1
"2026-06-05T22:14:42.000Z",2777760589,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","4× Chance Shard",25,1
"2026-06-05T22:14:39.000Z",2777760260,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Eagle Wisdom Sapphire",15,24
"2026-06-05T22:14:32.000Z",2777759435,"Runes of Aldur","JohnnyKremowka#3786","modified","Abbys/Expediton","437× Verisium",6,4
"2026-06-05T22:14:31.000Z",2777759396,"Runes of Aldur","JohnnyKremowka#3786","added","Gems","level 1 0% Dominus' Grasp",223,2
"2026-06-05T22:14:29.000Z",2777759110,"Runes of Aldur","JohnnyKremowka#3786","modified","Aug","2× The Greatwolf's Rune of Claws",77,1
"2026-06-05T22:14:28.000Z",2777759032,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","122× Chaos Orb",5,1
"2026-06-05T22:14:23.000Z",2777758368,"Runes of Aldur","Kashaloth#1625","modified","Abbys/Expediton","4× Thaumaturgic Flux (Level 18)",5,1
"2026-06-05T22:14:22.000Z",2777758199,"Runes of Aldur","Kashaloth#1625","removed","Abbys/Expediton","Thaumaturgic Flux (Level 18)",6,9
"2026-06-05T22:14:20.000Z",2777757932,"Runes of Aldur","Kashaloth#1625","added","Abbys/Expediton","Thaumaturgic Flux (Level 18)",6,9
"2026-06-05T22:14:16.000Z",2777757390,"Runes of Aldur","Kashaloth#1625","removed","Quad","Thaumaturgic Flux (Level 18)",9,11
"2026-06-05T22:14:15.000Z",2777757198,"Runes of Aldur","Diablik666#0652","modified","$$$","Orb of Chance",10,1
"2026-06-05T22:14:14.000Z",2777757015,"Runes of Aldur","Kashaloth#1625","added","Quad","Twilight Reliquary Key",24,10
"2026-06-05T22:14:13.000Z",2777756864,"Runes of Aldur","Kashaloth#1625","removed","Quad","Twilight Reliquary Key",6,7
"2026-06-05T22:14:09.000Z",2777756324,"Runes of Aldur","Kashaloth#1625","removed","Quad","Woe Beads Stellar Amulet",5,18
"2026-06-05T22:14:09.000Z",2777756199,"Runes of Aldur","Kashaloth#1625","removed","Quad","Hate Choker Crimson Amulet",8,20
"2026-06-05T22:14:04.000Z",2777755557,"Runes of Aldur","Kashaloth#1625","added","Quad","Phoenix Ornament Sapphire",16,24
"2026-06-05T22:14:03.000Z",2777755282,"Runes of Aldur","Kashaloth#1625","removed","Quad","Phoenix Ornament Sapphire",9,19
"2026-06-05T22:14:01.000Z",2777755036,"Runes of Aldur","Kashaloth#1625","removed","Quad","Eagle Turn Prismatic Ring",9,18
"2026-06-05T22:14:00.000Z",2777754934,"Runes of Aldur","Kashaloth#1625","removed","Quad","Glyph Finger Prismatic Ring",9,17
"2026-06-05T22:13:54.000Z",2777754223,"Runes of Aldur","Kashaloth#1625","removed","Quad","Stormbound Paralysing Staff of the Virtuoso",7,15
"2026-06-05T22:13:52.000Z",2777753943,"Runes of Aldur","Kashaloth#1625","removed","Quad","Electrocuting Bolting Quarterstaff of the Concussion",7,11
"2026-06-05T22:13:52.000Z",2777753859,"Runes of Aldur","Kashaloth#1625","removed","Quad","Brimstone Aegis Tawhoan Tower Shield",9,7
"2026-06-05T22:13:51.000Z",2777753705,"Runes of Aldur","Kashaloth#1625","removed","Quad","Rapture Call Paralysing Staff",5,9
"2026-06-05T22:13:50.000Z",2777753611,"Runes of Aldur","Kashaloth#1625","removed","Quad","Brimstone Edge Akoyan Spear",5,5
"2026-06-05T22:13:49.000Z",2777753484,"Runes of Aldur","Kashaloth#1625","removed","Quad","Maelström Brow Imperial Greathelm",6,1
"2026-06-05T22:13:48.000Z",2777753290,"Runes of Aldur","Kashaloth#1625","removed","Quad","Mazarine Ancestral Tiara of Calamity",9,1
"2026-06-05T22:13:46.000Z",2777753088,"Runes of Aldur","Kashaloth#1625","removed","Quad","Blue Siphoning Wand of Legend",9,3
"2026-06-05T22:13:46.000Z",2777752981,"Runes of Aldur","Kashaloth#1625","removed","Quad","Chimeric Bane Razor Quarterstaff",10,3
"2026-06-05T22:13:41.000Z",2777752247,"Runes of Aldur","Kashaloth#1625","added","Quad","Twilight Reliquary Key",24,9
"2026-06-05T22:13:40.000Z",2777752154,"Runes of Aldur","Kashaloth#1625","removed","Quad","Twilight Reliquary Key",24,11
"2026-06-05T22:13:39.000Z",2777751986,"Runes of Aldur","Kashaloth#1625","removed","Quad","Skull Whorl Sapphire Ring",24,10
"2026-06-05T22:13:33.000Z",2777751083,"Runes of Aldur","Kashaloth#1625","removed","Quad","Spirit Harness Plate Belt",23,9
"2026-06-05T22:13:17.000Z",2777748918,"Runes of Aldur","Diablik666#0652","added","Quad","Emerald of Nocking",16,23
"2026-06-05T22:13:14.000Z",2777748553,"Runes of Aldur","Diablik666#0652","modified","Abbys/Expediton","3× Preserved Collarbone",7,12
"2026-06-05T22:13:14.000Z",2777748513,"Runes of Aldur","Diablik666#0652","modified","Abbys/Expediton","9× Preserved Rib",2,4
"2026-06-05T22:13:13.000Z",2777748417,"Runes of Aldur","Diablik666#0652","added","Waystone","Waystone (Tier 15) of the Prism (T15)",5,4
"2026-06-05T22:13:12.000Z",2777748311,"Runes of Aldur","Diablik666#0652","added","Gems","Uncut Support Gem (Level 5)",223,1
"2026-06-05T22:13:11.000Z",2777748147,"Runes of Aldur","Diablik666#0652","modified","Frag","1459× Breach Splinter",1,2
"2026-06-05T22:13:11.000Z",2777748089,"Runes of Aldur","Diablik666#0652","modified","$$$","86× Armourer's Scrap",13,1
"2026-06-05T22:13:10.000Z",2777748025,"Runes of Aldur","Diablik666#0652","modified","$$$","103× Regal Orb",4,1
"2026-06-05T22:13:10.000Z",2777747964,"Runes of Aldur","Diablik666#0652","modified","$$$","136× Artificer's Orb",16,1
"2026-06-05T22:13:10.000Z",2777747919,"Runes of Aldur","Diablik666#0652","modified","$$$","86× Greater Orb of Transmutation",43,1
"2026-06-05T22:13:09.000Z",2777747882,"Runes of Aldur","Diablik666#0652","modified","$$$","141× Greater Orb of Augmentation",45,1
"2026-06-05T22:13:09.000Z",2777747821,"Runes of Aldur","Diablik666#0652","modified","$$$","3× Chance Shard",25,1
"2026-06-05T22:06:19.000Z",2777691784,"Runes of Aldur","JohnnyKremowka#3786","removed","Frag","Celestial Liturgy Irradiated Tablet",1,8
"2026-06-05T22:06:10.000Z",2777690684,"Runes of Aldur","JohnnyKremowka#3786","removed","Frag","Godless Edict Overseer Tablet",1,7
"2026-06-05T22:05:48.000Z",2777687678,"Runes of Aldur","JohnnyKremowka#3786","removed","Frag","Mythical Instigation Irradiated Tablet",2,2
"2026-06-05T22:05:11.000Z",2777682367,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","3× Liquid Despair",9,1
"2026-06-05T22:05:01.000Z",2777680910,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","4× Liquid Despair",9,1
"2026-06-05T22:04:55.000Z",2777679997,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Stag's Slipstrike Vest",10,17
"2026-06-05T22:04:48.000Z",2777678949,"Runes of Aldur","JohnnyKremowka#3786","added","DeliAmulety","Distorted Amulet",1,5
"2026-06-05T22:04:44.000Z",2777678256,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","223× Exalted Orb",7,1
"2026-06-05T22:04:40.000Z",2777677699,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","206× Exalted Orb",7,1
"2026-06-05T22:04:34.000Z",2777676844,"Runes of Aldur","JohnnyKremowka#3786","modified","Frag","1445× Breach Splinter",1,2
"2026-06-05T22:04:34.000Z",2777676771,"Runes of Aldur","JohnnyKremowka#3786","modified","Abbys/Expediton","408× Verisium",6,4
"2026-06-05T22:04:33.000Z",2777676592,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","226× Exalted Orb",7,1
"2026-06-05T22:04:31.000Z",2777676230,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","5× Divine Orb",8,1
"2026-06-05T22:03:58.000Z",2777671028,"Runes of Aldur","Antrzyk#2022","modified","$$$","Vaal Orb",6,1
"2026-06-05T22:03:30.000Z",2777667162,"Runes of Aldur","Antrzyk#2022","modified","$$$","224× Exalted Orb",7,1
"2026-06-05T22:03:25.000Z",2777666464,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Warped Gambit Waystone (Tier 15) (T15)",10,8
"2026-06-05T22:03:24.000Z",2777666334,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Ancient Vector Waystone (Tier 15) (T15)",10,7
"2026-06-05T22:03:23.000Z",2777666168,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Godless Route Waystone (Tier 15) (T15)",11,7
"2026-06-05T22:03:20.000Z",2777665727,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Waystone (Tier 15) (T15)",5,4
"2026-06-05T22:03:18.000Z",2777665526,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Forbidden Trajectory Waystone (Tier 15) (T15)",6,4
"2026-06-05T22:03:16.000Z",2777665105,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Hidden Vector Waystone (Tier 15) (T15)",6,2
"2026-06-05T22:03:15.000Z",2777665003,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Stained Compass Waystone (Tier 15) (T15)",7,2
"2026-06-05T22:03:14.000Z",2777664824,"Runes of Aldur","Antrzyk#2022","removed","Waystone","Forgotten Compass Waystone (Tier 15) (T15)",7,1
"2026-06-05T22:02:37.000Z",2777660182,"Runes of Aldur","Diablik666#0652","added","Waystone","Lost Progression Waystone (Tier 15) (T15)",4,5
"2026-06-05T22:01:53.000Z",2777653428,"Runes of Aldur","Antrzyk#2022","modified","$$$","24× Glassblower's Bauble",21,1
"2026-06-05T22:01:52.000Z",2777653330,"Runes of Aldur","Antrzyk#2022","removed","$$$","9× Regal Shard",24,1
"2026-06-05T22:01:52.000Z",2777653329,"Runes of Aldur","Antrzyk#2022","modified","$$$","102× Regal Orb",4,1
"2026-06-05T22:01:51.000Z",2777653154,"Runes of Aldur","Antrzyk#2022","added","Gems","Uncut Support Gem (Level 5)",222,2
"2026-06-05T22:01:49.000Z",2777652930,"Runes of Aldur","Antrzyk#2022","modified","$$$","244× Exalted Orb",7,1
"2026-06-05T22:01:49.000Z",2777652879,"Runes of Aldur","Antrzyk#2022","modified","$$$","22× Orb of Augmentation",2,1
"2026-06-05T22:01:48.000Z",2777652823,"Runes of Aldur","Antrzyk#2022","modified","$$$","139× Greater Orb of Augmentation",45,1
"2026-06-05T22:01:47.000Z",2777652673,"Runes of Aldur","Antrzyk#2022","modified","$$$","28× Gemcutter's Prism",20,1
"2026-06-05T22:01:46.000Z",2777652566,"Runes of Aldur","Antrzyk#2022","modified","$$$","21× Vaal Orb",6,1
"2026-06-05T22:01:45.000Z",2777652360,"Runes of Aldur","Antrzyk#2022","modified","$$$","119× Chaos Orb",5,1
"2026-06-05T22:01:44.000Z",2777652305,"Runes of Aldur","Antrzyk#2022","modified","Abbys/Expediton","389× Verisium",6,4
"2026-06-05T22:01:44.000Z",2777652219,"Runes of Aldur","Antrzyk#2022","modified","$$$","8× Orb of Alchemy",3,1
"2026-06-05T22:01:43.000Z",2777652130,"Runes of Aldur","Antrzyk#2022","modified","Aug","45× Greater Storm Rune",9,1
"2026-06-05T22:01:38.000Z",2777651386,"Runes of Aldur","Antrzyk#2022","modified","$$$","47× Lesser Jeweller's Orb",17,1
"2026-06-05T22:01:37.000Z",2777651359,"Runes of Aldur","Antrzyk#2022","modified","Abbys/Expediton","3× Mystic Alloy",12,10
"2026-06-05T22:01:37.000Z",2777651326,"Runes of Aldur","Antrzyk#2022","modified","Ess","5× Perfect Essence of Seeking",62,1
"2026-06-05T22:01:35.000Z",2777651084,"Runes of Aldur","Antrzyk#2022","modified","Abbys/Expediton","2× Omen of Dextral Necromancy",11,3
"2026-06-05T21:57:45.000Z",2777620200,"Runes of Aldur","Diablik666#0652","modified","$$$","74× Arcanist's Etcher",12,1
"2026-06-05T21:57:44.000Z",2777620064,"Runes of Aldur","Diablik666#0652","added","Gems","Uncut Support Gem (Level 5)",222,1
"2026-06-05T21:57:44.000Z",2777619940,"Runes of Aldur","Diablik666#0652","modified","$$$","6× Perfect Orb of Augmentation",46,1
"2026-06-05T21:57:43.000Z",2777619844,"Runes of Aldur","Diablik666#0652","modified","Abbys/Expediton","2× Omen of the Sovereign",12,2
"2026-06-05T21:57:43.000Z",2777619792,"Runes of Aldur","Diablik666#0652","modified","$$$","241× Exalted Orb",7,1
"2026-06-05T21:57:42.000Z",2777619761,"Runes of Aldur","Diablik666#0652","modified","Ess","18× Greater Essence of Sorcery",22,1
"2026-06-05T21:57:42.000Z",2777619640,"Runes of Aldur","Diablik666#0652","modified","$$$","174× Blacksmith's Whetstone",14,1
"2026-06-05T21:57:41.000Z",2777619599,"Runes of Aldur","Diablik666#0652","modified","$$$","23× Glassblower's Bauble",21,1
"2026-06-05T21:57:41.000Z",2777619576,"Runes of Aldur","Diablik666#0652","modified","Abbys/Expediton","5× Preserved Jawbone",6,11
"2026-06-05T21:57:40.000Z",2777619432,"Runes of Aldur","Diablik666#0652","modified","Ess","6× Perfect Essence of the Infinite",58,1
"2026-06-05T21:57:38.000Z",2777619191,"Runes of Aldur","Diablik666#0652","added","Waystone","Ghost Bind Waystone (Tier 15) (T15)",4,4
"2026-06-05T21:57:38.000Z",2777619154,"Runes of Aldur","Diablik666#0652","added","Waystone","Frostbitten Waystone (Tier 15) Shocking (T15)",4,3
"2026-06-05T21:57:37.000Z",2777618974,"Runes of Aldur","Diablik666#0652","modified","Aug","68× Greater Glacial Rune",6,1
"2026-06-05T21:57:36.000Z",2777618927,"Runes of Aldur","Diablik666#0652","modified","Aug","27× Greater Stone Rune",30,1
"2026-06-05T21:57:32.000Z",2777618264,"Runes of Aldur","Diablik666#0652","modified","Ess","8× Perfect Essence of the Body",47,1
"2026-06-05T21:57:31.000Z",2777618125,"Runes of Aldur","Diablik666#0652","modified","Ess","18× Greater Essence of Battle",21,1
"2026-06-05T21:57:31.000Z",2777618023,"Runes of Aldur","Diablik666#0652","added","Gems","Uncut Support Gem (Level 5)",221,2
"2026-06-05T21:57:30.000Z",2777617935,"Runes of Aldur","Diablik666#0652","modified","$$$","5× Orb of Alchemy",3,1
"2026-06-05T21:57:30.000Z",2777617866,"Runes of Aldur","Diablik666#0652","modified","$$$","135× Artificer's Orb",16,1
"2026-06-05T21:57:29.000Z",2777617812,"Runes of Aldur","Diablik666#0652","added","Ess","Essence of the Abyss",63,1
"2026-06-05T21:56:52.000Z",2777612757,"Runes of Aldur","MrHubert1710#5930","added","Waystone","Graven Frontier Waystone (Tier 14) (T14)",8,3
"2026-06-05T21:56:02.000Z",2777605711,"Runes of Aldur","MrHubert1710#5930","modified","$$$","239× Exalted Orb",7,1
"2026-06-05T21:56:01.000Z",2777605665,"Runes of Aldur","MrHubert1710#5930","added","$$$","Greater Exalted Orb",49,1
"2026-06-05T21:55:58.000Z",2777605148,"Runes of Aldur","MrHubert1710#5930","removed","$$$","2× Greater Exalted Orb",49,1
"2026-06-05T21:55:56.000Z",2777604888,"Runes of Aldur","MrHubert1710#5930","modified","$$$","219× Exalted Orb",7,1
"2026-06-05T21:54:28.000Z",2777592152,"Runes of Aldur","MrHubert1710#5930","modified","$$$","213× Exalted Orb",7,1
"2026-06-05T21:54:27.000Z",2777592005,"Runes of Aldur","MrHubert1710#5930","modified","$$$","233× Exalted Orb",7,1
"2026-06-05T21:54:26.000Z",2777591921,"Runes of Aldur","MrHubert1710#5930","modified","$$$","253× Exalted Orb",7,1
"2026-06-05T21:54:25.000Z",2777591835,"Runes of Aldur","MrHubert1710#5930","modified","$$$","273× Exalted Orb",7,1
"2026-06-05T21:54:25.000Z",2777591741,"Runes of Aldur","MrHubert1710#5930","modified","$$$","293× Exalted Orb",7,1
"2026-06-05T21:54:16.000Z",2777590368,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","3× Omen of Sinistral Necromancy",11,2
"2026-06-05T21:54:14.000Z",2777590097,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","8× Preserved Rib",2,4
"2026-06-05T21:54:06.000Z",2777588865,"Runes of Aldur","MrHubert1710#5930","removed","Abbys/Expediton","9× Preserved Rib",2,4
"2026-06-05T21:52:56.000Z",2777578865,"Runes of Aldur","MrHubert1710#5930","modified","$$$","313× Exalted Orb",7,1
"2026-06-05T21:52:56.000Z",2777578767,"Runes of Aldur","MrHubert1710#5930","modified","$$$","333× Exalted Orb",7,1
"2026-06-05T21:52:55.000Z",2777578674,"Runes of Aldur","MrHubert1710#5930","modified","$$$","353× Exalted Orb",7,1
"2026-06-05T21:52:54.000Z",2777578581,"Runes of Aldur","MrHubert1710#5930","modified","$$$","373× Exalted Orb",7,1
"2026-06-05T21:52:54.000Z",2777578485,"Runes of Aldur","MrHubert1710#5930","modified","$$$","393× Exalted Orb",7,1
"2026-06-05T21:52:46.000Z",2777577406,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","Preserved Cranium",7,7
"2026-06-05T21:52:45.000Z",2777577342,"Runes of Aldur","MrHubert1710#5930","removed","Abbys/Expediton","Preserved Cranium",7,7
"2026-06-05T21:52:39.000Z",2777576547,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","Expedition Logbook",10,4
"2026-06-05T21:52:38.000Z",2777576397,"Runes of Aldur","MrHubert1710#5930","removed","Abbys/Expediton","Expedition Logbook",5,11
"2026-06-05T21:52:36.000Z",2777576104,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","4× Omen of the Liege",10,3
"2026-06-05T21:52:35.000Z",2777575967,"Runes of Aldur","MrHubert1710#5930","removed","Abbys/Expediton","4× Omen of the Liege",6,9
"2026-06-05T21:52:16.000Z",2777573666,"Runes of Aldur","MrHubert1710#5930","added","Quad","Burning Ruby of Withstanding",16,22
"2026-06-05T21:52:11.000Z",2777572851,"Runes of Aldur","MrHubert1710#5930","added","Frag","Djinn Barya",8,4
"2026-06-05T21:52:10.000Z",2777572745,"Runes of Aldur","MrHubert1710#5930","modified","$$$","137× Greater Orb of Augmentation",45,1
"2026-06-05T21:52:10.000Z",2777572686,"Runes of Aldur","MrHubert1710#5930","modified","Abbys/Expediton","326× Verisium",6,4
"2026-06-05T21:52:09.000Z",2777572585,"Runes of Aldur","MrHubert1710#5930","added","Frag","Ritual Tablet",3,1
"2026-06-05T21:52:09.000Z",2777572547,"Runes of Aldur","MrHubert1710#5930","modified","Frag","1430× Breach Splinter",1,2
"2026-06-05T21:52:09.000Z",2777572515,"Runes of Aldur","MrHubert1710#5930","modified","Aug","5× Ancient Rune of Prowess",149,1
"2026-06-05T21:52:08.000Z",2777572441,"Runes of Aldur","MrHubert1710#5930","added","Quad","Lavish Wombgift",9,20
"2026-06-05T21:52:08.000Z",2777572357,"Runes of Aldur","MrHubert1710#5930","modified","$$$","413× Exalted Orb",7,1
"2026-06-05T21:52:08.000Z",2777572333,"Runes of Aldur","MrHubert1710#5930","modified","$$$","101× Regal Orb",4,1
"2026-06-05T21:52:08.000Z",2777572293,"Runes of Aldur","MrHubert1710#5930","added","Frag","Ritual Tablet",2,8
"2026-06-05T21:52:07.000Z",2777572219,"Runes of Aldur","MrHubert1710#5930","added","Gems","Uncut Support Gem (Level 5)",221,1
"2026-06-05T21:52:07.000Z",2777572175,"Runes of Aldur","MrHubert1710#5930","added","Waystone","Waystone (Tier 15) (T15)",12,8
"2026-06-05T21:52:06.000Z",2777572148,"Runes of Aldur","MrHubert1710#5930","modified","$$$","5× Perfect Orb of Augmentation",46,1
"2026-06-05T21:52:06.000Z",2777572061,"Runes of Aldur","MrHubert1710#5930","added","Frag","Inscribed Ultimatum",7,8
"2026-06-05T21:52:05.000Z",2777571949,"Runes of Aldur","MrHubert1710#5930","modified","$$$","173× Blacksmith's Whetstone",14,1
"2026-06-05T21:52:05.000Z",2777571891,"Runes of Aldur","MrHubert1710#5930","modified","$$$","27× Gemcutter's Prism",20,1
"2026-06-05T21:52:05.000Z",2777571865,"Runes of Aldur","MrHubert1710#5930","modified","$$$","134× Artificer's Orb",16,1
"2026-06-05T21:51:50.000Z",2777569784,"Runes of Aldur","JohnnyKremowka#3786","added","Frag","Mastered Domain Irradiated Tablet",2,1
"2026-06-05T21:51:45.000Z",2777569090,"Runes of Aldur","JohnnyKremowka#3786","added","Waystone","Puncturing Waystone (Tier 15) of the Unwavering (T15)",12,7
"2026-06-05T21:51:44.000Z",2777568974,"Runes of Aldur","JohnnyKremowka#3786","added","Waystone","Waystone (Tier 15) of Overpowering (T15)",12,6
"2026-06-05T21:51:44.000Z",2777568934,"Runes of Aldur","JohnnyKremowka#3786","added","Waystone","Death Frontier Waystone (Tier 15) (T15)",12,5
"2026-06-05T21:51:40.000Z",2777568478,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Phoenix Ornament Sapphire",9,19
"2026-06-05T21:51:32.000Z",2777567515,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Eagle Turn Prismatic Ring",9,18
"2026-06-05T21:51:32.000Z",2777567401,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Chimeric Bane Razor Quarterstaff",10,3
"2026-06-05T21:51:31.000Z",2777567361,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Glyph Finger Prismatic Ring",9,17
"2026-06-05T21:51:31.000Z",2777567299,"Runes of Aldur","JohnnyKremowka#3786","added","Quad","Ranger's Guardian Bow of Radiance",9,13
"2026-06-05T21:50:13.000Z",2777556986,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","409× Exalted Orb",7,1
"2026-06-05T21:50:13.000Z",2777556904,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","429× Exalted Orb",7,1
"2026-06-05T21:50:11.000Z",2777556688,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","449× Exalted Orb",7,1
"2026-06-05T21:50:09.000Z",2777556377,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","469× Exalted Orb",7,1
"2026-06-05T21:49:50.000Z",2777553733,"Runes of Aldur","JohnnyKremowka#3786","added","DeliAmulety","Thaumaturgic Flux (Level 18)",1,4
"2026-06-05T21:49:47.000Z",2777553446,"Runes of Aldur","JohnnyKremowka#3786","added","DeliAmulety","Distorted Amulet",1,3
"2026-06-05T21:49:39.000Z",2777552232,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","7× Diluted Liquid Greed",5,1
"2026-06-05T21:48:48.000Z",2777544626,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","6× Diluted Liquid Greed",5,1
"2026-06-05T21:48:42.000Z",2777543734,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","10× Liquid Envy",7,1
"2026-06-05T21:48:40.000Z",2777543542,"Runes of Aldur","JohnnyKremowka#3786","added","$$$","Chance Shard",25,1
"2026-06-05T21:48:36.000Z",2777542925,"Runes of Aldur","JohnnyKremowka#3786","added","Abbys/Expediton","255× Verisium",6,4
"2026-06-05T21:48:36.000Z",2777542924,"Runes of Aldur","JohnnyKremowka#3786","modified","Abbys/Expediton","1000× Verisium",4,11
"2026-06-05T21:48:35.000Z",2777542820,"Runes of Aldur","JohnnyKremowka#3786","modified","Ess","14× Greater Essence of Thawing",70,1
"2026-06-05T21:48:35.000Z",2777542778,"Runes of Aldur","JohnnyKremowka#3786","modified","Aug","3× Courtesan Mannan's Rune of Cruelty",80,1
"2026-06-05T21:48:33.000Z",2777542546,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","489× Exalted Orb",7,1
"2026-06-05T21:48:33.000Z",2777542504,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","22× Glassblower's Bauble",21,1
"2026-06-05T21:48:32.000Z",2777542440,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","2× Perfect Jeweller's Orb",19,1
"2026-06-05T21:48:31.000Z",2777542258,"Runes of Aldur","JohnnyKremowka#3786","modified","Abbys/Expediton","9× Preserved Rib",2,4
"2026-06-05T21:48:30.000Z",2777542160,"Runes of Aldur","JohnnyKremowka#3786","modified","Frag","1419× Breach Splinter",1,2
"2026-06-05T21:48:30.000Z",2777542057,"Runes of Aldur","JohnnyKremowka#3786","modified","$$$","26× Gemcutter's Prism",20,1
"2026-06-05T21:48:29.000Z",2777541959,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","6× Liquid Paranoia",6,1
"2026-06-05T21:48:28.000Z",2777541841,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","7× Diluted Liquid Greed",5,1
"2026-06-05T21:48:22.000Z",2777541120,"Runes of Aldur","JohnnyKremowka#3786","modified","Deli","2× Liquid Despair",9,1
"2026-06-05T21:46:25.000Z",2777524126,"Runes of Aldur","Diablik666#0652","modified","Ess","4× Perfect Essence of Grounding",75,1
"2026-06-05T21:46:25.000Z",2777524125,"Runes of Aldur","Diablik666#0652","modified","$$$","4× Orb of Alchemy",3,1
"2026-06-05T21:46:24.000Z",2777524091,"Runes of Aldur","Diablik666#0652","modified","$$$","133× Artificer's Orb",16,1
"2026-06-05T21:46:24.000Z",2777524043,"Runes of Aldur","Diablik666#0652","added","Frag","Djinn Barya",8,3
"2026-06-05T21:46:24.000Z",2777523994,"Runes of Aldur","Diablik666#0652","added","Waystone","Impacting Waystone (Tier 15) (T15)",12,3
"2026-06-05T21:46:23.000Z",2777523943,"Runes of Aldur","Diablik666#0652","added","Waystone","Thunderous Waystone (Tier 15) (T15)",11,3
