Date,Id,League,Account,Action,Stash,Item,X,Y
"2026-06-05T21:13:55.000Z",2777237466,"Runes of Aldur","MrHubert1710#5930","removed","Abbys/Expediton","Omen of the Sovereign",7,10
"2026-06-05T21:13:52.000Z",2777237033,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","Omen of Sinistral Necromancy",11,2
"2026-06-05T21:13:52.000Z",2777236961,"Runes of Aldur","MrHubert1710#5930","removed","Abbys/Expediton","Omen of Sinistral Necromancy",6,4
"2026-06-05T21:13:33.000Z",2777234274,"Runes of Aldur","MrHubert1710#5930","modified","$$$","2× Greater Exalted Orb",49,1
"2026-06-05T21:13:22.000Z",2777232494,"Runes of Aldur","MrHubert1710#5930","added","Quad","Lavish Wombgift",9,7
"2026-06-05T21:13:22.000Z",2777232462,"Runes of Aldur","MrHubert1710#5930","added","Frag","Inscribed Ultimatum",7,7
"2026-06-05T21:13:21.000Z",2777232390,"Runes of Aldur","MrHubert1710#5930","modified","$$$","98× Armourer's Scrap",13,1
"2026-06-05T21:13:21.000Z",2777232326,"Runes of Aldur","MrHubert1710#5930","added","Frag","Djinn Barya",8,1
"2026-06-05T21:13:20.000Z",2777232308,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","Preserved Collarbone",7,12
"2026-06-05T21:13:19.000Z",2777232152,"Runes of Aldur","MrHubert1710#5930","modified","$$$","129× Greater Orb of Augmentation",45,1
"2026-06-05T21:13:19.000Z",2777232100,"Runes of Aldur","MrHubert1710#5930","modified","$$$","77× Greater Orb of Transmutation",43,1
"2026-06-05T21:13:18.000Z",2777232050,"Runes of Aldur","MrHubert1710#5930","modified","$$$","24× Gemcutter's Prism",20,1
"2026-06-05T21:13:18.000Z",2777232000,"Runes of Aldur","MrHubert1710#5930","modified","Abbys/Expediton","4× Preserved Jawbone",6,11
"2026-06-05T21:13:18.000Z",2777231973,"Runes of Aldur","MrHubert1710#5930","modified","Frag","1382× Breach Splinter",1,2
"2026-06-05T21:13:17.000Z",2777231909,"Runes of Aldur","MrHubert1710#5930","added","Quad","Banded Wombgift",9,6
"2026-06-05T21:13:17.000Z",2777231864,"Runes of Aldur","MrHubert1710#5930","modified","$$$","169× Exalted Orb",7,1
"2026-06-05T21:13:17.000Z",2777231838,"Runes of Aldur","MrHubert1710#5930","modified","$$$","114× Chaos Orb",5,1
"2026-06-05T21:13:17.000Z",2777231804,"Runes of Aldur","MrHubert1710#5930","added","Abbys/Expediton","89× Verisium",7,11
"2026-06-05T21:13:17.000Z",2777231803,"Runes of Aldur","MrHubert1710#5930","modified","Abbys/Expediton","1000× Verisium",7,6
"2026-06-05T21:12:05.000Z",2777221018,"Runes of Aldur","Diablik666#0652","removed","Quad","Signet Wombgift",9,6
"2026-06-05T21:12:04.000Z",2777220908,"Runes of Aldur","Diablik666#0652","removed","Quad","Signet Wombgift",9,7
"2026-06-05T21:12:04.000Z",2777220877,"Runes of Aldur","Diablik666#0652","removed","Quad","Lavish Wombgift",9,8
"2026-06-05T21:12:04.000Z",2777220837,"Runes of Aldur","Diablik666#0652","removed","Quad","Signet Wombgift",9,9
"2026-06-05T21:12:04.000Z",2777220812,"Runes of Aldur","Diablik666#0652","removed","Quad","Ornate Wombgift",9,10
"2026-06-05T21:12:03.000Z",2777220780,"Runes of Aldur","Diablik666#0652","removed","Quad","Lavish Wombgift",9,11
"2026-06-05T21:12:03.000Z",2777220738,"Runes of Aldur","Diablik666#0652","removed","Quad","Lavish Wombgift",9,12
"2026-06-05T21:12:03.000Z",2777220710,"Runes of Aldur","Diablik666#0652","removed","Quad","Signet Wombgift",9,13
"2026-06-05T21:12:02.000Z",2777220684,"Runes of Aldur","Diablik666#0652","removed","Quad","Signet Wombgift",9,14
"2026-06-05T21:09:32.000Z",2777197285,"Runes of Aldur","Diablik666#0652","modified","Aug","26× Greater Stone Rune",30,1
"2026-06-05T21:09:31.000Z",2777197238,"Runes of Aldur","Diablik666#0652","added","Waystone","Tough Waystone (Tier 15) Flaming (T15)",3,7
"2026-06-05T21:09:31.000Z",2777197119,"Runes of Aldur","Diablik666#0652","added","Waystone","Ghost Course Waystone (Tier 15) (T15)",3,6
"2026-06-05T21:09:30.000Z",2777196985,"Runes of Aldur","Diablik666#0652","modified","$$$","32× Greater Jeweller's Orb",18,1
"2026-06-05T21:09:30.000Z",2777196931,"Runes of Aldur","Diablik666#0652","added","Gems","Uncut Support Gem (Level 5)",217,2
"2026-06-05T21:09:29.000Z",2777196771,"Runes of Aldur","Diablik666#0652","added","Abbys/Expediton","Omen of the Sovereign",7,10
"2026-06-05T21:09:28.000Z",2777196699,"Runes of Aldur","Diablik666#0652","modified","Ess","18× Greater Essence of the Mind",14,1
"2026-06-05T21:09:28.000Z",2777196698,"Runes of Aldur","Diablik666#0652","added","Abbys/Expediton","Chilling Flux",7,9
"2026-06-05T21:09:28.000Z",2777196666,"Runes of Aldur","Diablik666#0652","modified","Abbys/Expediton","931× Verisium",7,6
"2026-06-05T21:09:27.000Z",2777196577,"Runes of Aldur","Diablik666#0652","modified","Ess","36× Greater Essence of Enhancement",15,1
"2026-06-05T21:09:27.000Z",2777196452,"Runes of Aldur","Diablik666#0652","modified","$$$","91× Regal Orb",4,1
"2026-06-05T21:09:26.000Z",2777196405,"Runes of Aldur","Diablik666#0652","modified","Ess","16× Greater Essence of Ice",18,1
